year,mineral,country,is_rare_earth,end_use,mine_production_tonnes,production_share_pct,reserves_tonnes,years_of_reserves,refined_share_pct,price_usd_per_tonne,demand_growth_pct,export_control_active,hhi,top_country_share_pct,supply_risk_score,high_supply_risk,disruption,disruption_next_year
2020,Tin,Indonesia,0,solder,85738.1,25.4,2216423.0,25.9,20.32,18682.15,9.8,0,0.1871,28.95,16.0,0,0,0.0
2021,Tin,Indonesia,0,solder,90212.0,24.01,4244781.0,47.1,19.21,21491.17,7.8,0,0.1852,28.59,13.8,0,0,0.0
2022,Tin,Indonesia,0,solder,95308.5,25.25,5005571.0,52.5,20.2,21150.21,12.1,0,0.1916,31.45,23.1,0,0,0.0
2023,Tin,Indonesia,0,solder,85130.4,22.41,1945651.0,22.9,17.93,23389.36,9.4,0,0.189,31.87,12.7,0,0,0.0
2024,Tin,Indonesia,0,solder,93898.9,23.2,4711779.0,50.2,18.56,23750.39,1.5,0,0.1886,30.52,9.0,0,0,0.0
2025,Tin,Indonesia,0,solder,112607.1,25.19,6007741.0,53.4,20.15,23062.75,4.0,0,0.1856,28.45,17.1,0,0,0.0
2026,Tin,Indonesia,0,solder,99473.7,22.45,3810067.0,38.3,17.96,24957.06,2.7,0,0.1839,28.59,16.5,0,0,
2015,Tin,Malaysia,0,solder,15746.3,5.67,251605.0,16.0,4.53,19357.61,9.3,0,0.1871,29.9,19.3,0,0,0.0
2016,Tin,Malaysia,0,solder,17674.5,5.75,654453.0,37.0,4.6,20093.59,4.4,0,0.194,30.98,21.1,0,0,0.0
2017,Tin,Malaysia,0,solder,17219.2,5.65,899513.0,52.2,4.52,20794.09,10.9,0,0.1884,30.4,18.8,0,0,0.0
2018,Tin,Malaysia,0,solder,19985.3,5.94,683147.0,34.2,4.75,18405.73,7.8,0,0.1879,31.63,13.4,0,0,0.0
2019,Tin,Malaysia,0,solder,20459.1,6.1,780513.0,38.1,4.88,18654.15,9.0,0,0.1874,30.44,13.4,0,0,0.0
2020,Tin,Malaysia,0,solder,19632.3,5.82,938828.0,47.8,4.65,18682.15,3.9,0,0.1871,28.95,11.5,0,0,0.0
2021,Tin,Malaysia,0,solder,23366.0,6.22,776518.0,33.2,4.98,21491.17,10.5,0,0.1852,28.59,8.3,0,0,0.0
2022,Tin,Malaysia,0,solder,23126.4,6.13,713045.0,30.8,4.9,21150.21,4.0,0,0.1916,31.45,9.3,0,0,0.0
2023,Tin,Malaysia,0,solder,24312.6,6.4,1203403.0,49.5,5.12,23389.36,8.6,0,0.189,31.87,11.0,0,0,0.0
2024,Tin,Malaysia,0,solder,23144.3,5.72,818370.0,35.4,4.58,23750.39,6.3,0,0.1886,30.52,7.9,0,0,0.0
2025,Tin,Malaysia,0,solder,28383.2,6.35,1536018.0,54.1,5.08,23062.75,3.5,0,0.1856,28.45,5.6,0,0,0.0
2026,Tin,Malaysia,0,solder,26996.6,6.09,1032470.0,38.2,4.88,24957.06,10.7,0,0.1839,28.59,11.9,0,0,
2015,Tin,Myanmar,0,solder,40166.3,14.46,2350249.0,58.5,11.57,19357.61,5.6,0,0.1871,29.9,17.3,0,0,0.0
2016,Tin,Myanmar,0,solder,40308.2,13.11,2159378.0,53.6,10.49,20093.59,8.5,0,0.194,30.98,13.6,0,0,0.0
2017,Tin,Myanmar,0,solder,44456.0,14.58,1860406.0,41.8,11.67,20794.09,4.5,0,0.1884,30.4,20.9,0,0,0.0
2018,Tin,Myanmar,0,solder,46019.8,13.68,1772137.0,38.5,10.95,18405.73,6.7,0,0.1879,31.63,19.0,0,0,0.0
2019,Tin,Myanmar,0,solder,48015.0,14.32,1543053.0,32.1,11.46,18654.15,8.7,0,0.1874,30.44,17.5,0,0,0.0
2020,Tin,Myanmar,0,solder,46153.1,13.67,1557285.0,33.7,10.94,18682.15,11.1,0,0.1871,28.95,12.7,0,0,0.0
2021,Tin,Myanmar,0,solder,53564.9,14.26,1908952.0,35.6,11.4,21491.17,4.9,0,0.1852,28.59,13.2,0,0,0.0
2022,Tin,Myanmar,0,solder,55766.0,14.78,3035573.0,54.4,11.82,21150.21,2.5,0,0.1916,31.45,27.0,0,0,0.0
2023,Tin,Myanmar,0,solder,53098.0,13.98,1902150.0,35.8,11.18,23389.36,8.1,0,0.189,31.87,27.9,0,0,0.0
2024,Tin,Myanmar,0,solder,56647.1,14.0,2464401.0,43.5,11.2,23750.39,6.5,0,0.1886,30.52,13.7,0,0,0.0
2025,Tin,Myanmar,0,solder,66242.0,14.82,889410.0,13.4,11.85,23062.75,8.2,0,0.1856,28.45,24.8,0,0,0.0
2026,Tin,Myanmar,0,solder,66166.4,14.94,3278347.0,49.5,11.95,24957.06,3.9,0,0.1839,28.59,16.3,0,0,
2015,Tin,Peru,0,solder,20483.9,7.37,962234.0,47.0,5.9,19357.61,-2.3,0,0.1871,29.9,12.0,0,0,0.0
2016,Tin,Peru,0,solder,20345.4,6.62,749990.0,36.9,5.29,20093.59,-4.2,0,0.194,30.98,15.2,0,0,0.0
2017,Tin,Peru,0,solder,22032.1,7.23,556979.0,25.3,5.78,20794.09,-0.1,0,0.1884,30.4,15.7,0,0,0.0
2018,Tin,Peru,0,solder,24974.4,7.43,1060495.0,42.5,5.94,18405.73,6.4,0,0.1879,31.63,11.2,0,0,0.0
2019,Tin,Peru,0,solder,22877.6,6.82,235997.0,10.3,5.46,18654.15,9.7,0,0.1874,30.44,11.6,0,0,0.0
2020,Tin,Peru,0,solder,23385.8,6.93,619660.0,26.5,5.54,18682.15,5.2,0,0.1871,28.95,9.5,0,0,0.0
2021,Tin,Peru,0,solder,26065.3,6.94,357082.0,13.7,5.55,21491.17,5.3,0,0.1852,28.59,21.2,0,0,0.0
2022,Tin,Peru,0,solder,27779.1,7.36,289360.0,10.4,5.89,21150.21,9.2,0,0.1916,31.45,20.0,0,0,0.0
2023,Tin,Peru,0,solder,25628.7,6.75,1086448.0,42.4,5.4,23389.36,8.7,0,0.189,31.87,16.0,0,0,0.0
2024,Tin,Peru,0,solder,29427.3,7.27,552626.0,18.8,5.82,23750.39,4.6,0,0.1886,30.52,10.4,0,0,0.0
2025,Tin,Peru,0,solder,29110.3,6.51,915741.0,31.5,5.21,23062.75,4.5,0,0.1856,28.45,1.8,0,0,0.0
2026,Tin,Peru,0,solder,30242.1,6.83,484035.0,16.0,5.46,24957.06,4.2,0,0.1839,28.59,3.4,0,0,
2015,Tungsten,Austria,0,alloy,2536.7,2.96,50648.0,20.0,2.37,30087.73,8.3,0,0.6788,80.6,52.9,1,0,0.0
2016,Tungsten,Austria,0,alloy,2511.9,2.81,91271.0,36.3,2.25,28299.22,9.4,0,0.6831,80.22,54.6,1,0,0.0
2017,Tungsten,Austria,0,alloy,2908.5,2.98,157376.0,54.1,2.38,33656.18,6.9,0,0.6909,84.32,54.7,1,0,0.0
2018,Tungsten,Austria,0,alloy,3007.0,2.99,115751.0,38.5,2.4,35503.73,10.1,0,0.6839,85.23,68.4,1,0,0.0
2019,Tungsten,Austria,0,alloy,3082.1,3.07,80597.0,26.2,2.46,31558.42,7.2,0,0.6613,78.14,53.3,1,0,0.0
2020,Tungsten,Austria,0,alloy,3194.0,3.21,155790.0,48.8,2.56,34435.23,5.6,0,0.6814,82.21,52.7,1,0,0.0
2021,Tungsten,Austria,0,alloy,3323.0,3.02,195598.0,58.9,2.41,34552.53,4.4,0,0.6706,76.97,50.6,1,0,0.0
2022,Tungsten,Austria,0,alloy,3441.6,3.13,128024.0,37.2,2.5,35160.34,6.7,0,0.6889,84.47,54.3,1,0,0.0
2023,Tungsten,Austria,0,alloy,3837.3,3.21,48675.0,12.7,2.56,37566.43,2.6,0,0.6879,84.89,59.1,1,0,0.0
2024,Tungsten,Austria,0,alloy,3701.8,2.94,79919.0,21.6,2.35,37021.87,6.2,0,0.6869,83.46,54.9,1,0,0.0
2025,Tungsten,Austria,0,alloy,4061.8,3.18,167121.0,41.1,2.55,36271.51,8.5,0,0.6855,84.55,56.6,1,0,0.0
2026,Tungsten,Austria,0,alloy,3626.3,2.86,60274.0,16.6,2.29,38740.59,3.2,0,0.6877,84.55,55.9,1,0,
2015,Tungsten,Bolivia,0,alloy,2630.9,3.07,65321.0,24.8,2.46,30087.73,1.5,0,0.6788,80.6,57.3,1,0,0.0
2016,Tungsten,Bolivia,0,alloy,2643.9,2.96,154008.0,58.3,2.37,28299.22,8.2,0,0.6831,80.22,56.8,1,0,0.0
2017,Tungsten,Bolivia,0,alloy,2914.4,2.98,95211.0,32.7,2.39,33656.18,7.4,0,0.6909,84.32,51.5,1,0,0.0
2018,Tungsten,Bolivia,0,alloy,3039.6,3.03,65906.0,21.7,2.42,35503.73,9.4,0,0.6839,85.23,54.2,1,0,0.0
2019,Tungsten,Bolivia,0,alloy,3136.9,3.12,59513.0,19.0,2.5,31558.42,0.9,0,0.6613,78.14,46.7,0,0,0.0
2020,Tungsten,Bolivia,0,alloy,2816.2,2.83,144434.0,51.3,2.26,34435.23,4.9,0,0.6814,82.21,57.9,1,0,0.0
2021,Tungsten,Bolivia,0,alloy,3214.2,2.92,69422.0,21.6,2.33,34552.53,4.9,0,0.6706,76.97,56.1,1,0,0.0
2022,Tungsten,Bolivia,0,alloy,3087.2,2.81,39627.0,12.8,2.24,35160.34,4.9,0,0.6889,84.47,69.4,1,0,0.0
2023,Tungsten,Bolivia,0,alloy,3359.3,2.81,126232.0,37.6,2.25,37566.43,5.8,0,0.6879,84.89,52.6,1,0,0.0
2024,Tungsten,Bolivia,0,alloy,3816.5,3.03,183498.0,48.1,2.43,37021.87,4.1,0,0.6869,83.46,63.4,1,0,0.0
2025,Tungsten,Bolivia,0,alloy,3783.6,2.96,183945.0,48.6,2.37,36271.51,4.5,0,0.6855,84.55,53.0,1,0,0.0
2026,Tungsten,Bolivia,0,alloy,4009.8,3.16,212703.0,53.0,2.53,38740.59,-0.7,0,0.6877,84.55,56.8,1,0,
2015,Tungsten,China,0,alloy,69094.4,80.6,3378349.0,48.9,100.0,30087.73,7.9,0,0.6788,80.6,60.6,1,0,0.0
2016,Tungsten,China,0,alloy,71652.0,80.22,888893.0,12.4,100.0,28299.22,10.9,0,0.6831,80.22,72.6,1,0,0.0
2017,Tungsten,China,0,alloy,82355.9,84.32,3682426.0,44.7,100.0,33656.18,4.0,0,0.6909,84.32,57.0,1,0,0.0
2018,Tungsten,China,0,alloy,85578.5,85.23,1755765.0,20.5,100.0,35503.73,1.9,0,0.6839,85.23,67.3,1,0,0.0
2019,Tungsten,China,0,alloy,78446.6,78.14,1532179.0,19.5,100.0,31558.42,3.1,0,0.6613,78.14,63.9,1,0,0.0
2020,Tungsten,China,0,alloy,81897.1,82.21,766201.0,9.4,100.0,34435.23,6.8,0,0.6814,82.21,67.3,1,0,0.0
2021,Tungsten,China,0,alloy,84784.2,76.97,4102740.0,48.4,100.0,34552.53,4.3,0,0.6706,76.97,65.3,1,0,0.0
2022,Tungsten,China,0,alloy,92943.3,84.47,1367887.0,14.7,100.0,35160.34,7.9,0,0.6889,84.47,71.8,1,0,0.0
2023,Tungsten,China,0,alloy,101608.8,84.89,1910364.0,18.8,100.0,37566.43,4.9,0,0.6879,84.89,69.2,1,0,0.0
2024,Tungsten,China,0,alloy,105062.2,83.46,2312380.0,22.0,100.0,37021.87,4.2,0,0.6869,83.46,60.3,1,0,1.0
2025,Tungsten,China,0,alloy,107950.1,84.55,1370786.0,12.7,100.0,36271.51,12.2,1,0.6855,84.55,76.1,1,1,0.0
2026,Tungsten,China,0,alloy,107306.3,84.55,2159831.0,20.1,100.0,38740.59,12.8,1,0.6877,84.55,79.0,1,0,
2015,Tungsten,Mongolia,0,alloy,2549.2,2.97,65123.0,25.5,2.38,30087.73,5.6,0,0.6788,80.6,56.4,1,0,0.0
2016,Tungsten,Mongolia,0,alloy,2708.7,3.03,64793.0,23.9,2.43,28299.22,4.7,0,0.6831,80.22,57.9,1,0,0.0
2017,Tungsten,Mongolia,0,alloy,2936.8,3.01,56026.0,19.1,2.41,33656.18,7.2,0,0.6909,84.32,57.6,1,0,0.0
2018,Tungsten,Mongolia,0,alloy,3212.3,3.2,157942.0,49.2,2.56,35503.73,4.7,0,0.6839,85.23,58.5,1,0,0.0
2019,Tungsten,Mongolia,0,alloy,2877.5,2.87,95005.0,33.0,2.29,31558.42,9.0,0,0.6613,78.14,54.0,1,0,0.0
2020,Tungsten,Mongolia,0,alloy,2786.5,2.8,157419.0,56.5,2.24,34435.23,5.9,0,0.6814,82.21,61.1,1,0,0.0
2021,Tungsten,Mongolia,0,alloy,3356.2,3.05,172770.0,51.5,2.44,34552.53,1.4,0,0.6706,76.97,48.7,1,0,0.0
2022,Tungsten,Mongolia,0,alloy,3494.6,3.18,41889.0,12.0,2.54,35160.34,3.8,0,0.6889,84.47,58.8,1,0,0.0
2023,Tungsten,Mongolia,0,alloy,3602.8,3.01,76039.0,21.1,2.41,37566.43,-0.2,0,0.6879,84.89,50.3,1,0,0.0
2024,Tungsten,Mongolia,0,alloy,3769.4,2.99,115979.0,30.8,2.4,37021.87,6.0,0,0.6869,83.46,54.6,1,0,0.0
2025,Tungsten,Mongolia,0,alloy,3919.6,3.07,139103.0,35.5,2.46,36271.51,7.5,0,0.6855,84.55,52.4,1,0,0.0
2026,Tungsten,Mongolia,0,alloy,3828.5,3.02,225956.0,59.0,2.41,38740.59,6.1,0,0.6877,84.55,64.0,1,0,
2015,Tungsten,Russia,0,alloy,3477.2,4.06,204861.0,58.9,3.25,30087.73,2.7,0,0.6788,80.6,63.0,1,0,0.0
2016,Tungsten,Russia,0,alloy,3407.4,3.81,178427.0,52.4,3.05,28299.22,2.7,0,0.6831,80.22,65.8,1,0,0.0
2017,Tungsten,Russia,0,alloy,3654.9,3.74,33722.0,9.2,2.99,33656.18,6.1,0,0.6909,84.32,81.9,1,0,0.0
2018,Tungsten,Russia,0,alloy,4086.3,4.07,109463.0,26.8,3.26,35503.73,8.2,0,0.6839,85.23,62.6,1,0,0.0
2019,Tungsten,Russia,0,alloy,4229.3,4.21,228670.0,54.1,3.37,31558.42,3.7,0,0.6613,78.14,52.4,1,0,0.0
2020,Tungsten,Russia,0,alloy,3715.1,3.73,184481.0,49.7,2.98,34435.23,7.0,0,0.6814,82.21,70.4,1,0,0.0
2021,Tungsten,Russia,0,alloy,4128.3,3.75,186185.0,45.1,3.0,34552.53,3.6,0,0.6706,76.97,57.9,1,0,0.0
2022,Tungsten,Russia,0,alloy,4259.6,3.87,202924.0,47.6,3.1,35160.34,10.9,0,0.6889,84.47,63.3,1,0,0.0
2023,Tungsten,Russia,0,alloy,5070.2,4.24,222226.0,43.8,3.39,37566.43,6.1,0,0.6879,84.89,68.5,1,0,0.0
2024,Tungsten,Russia,0,alloy,5071.1,4.03,108982.0,21.5,3.22,37021.87,7.7,0,0.6869,83.46,64.1,1,0,0.0
2025,Tungsten,Russia,0,alloy,4805.2,3.76,148841.0,31.0,3.01,36271.51,11.1,0,0.6855,84.55,61.5,1,0,0.0
2026,Tungsten,Russia,0,alloy,5208.7,4.1,114341.0,22.0,3.28,38740.59,4.2,0,0.6877,84.55,65.3,1,0,
2015,Tungsten,Vietnam,0,alloy,3996.1,4.66,137256.0,34.3,3.73,30087.73,3.1,0,0.6788,80.6,56.3,1,0,0.0
2016,Tungsten,Vietnam,0,alloy,4198.7,4.7,42362.0,10.1,3.76,28299.22,8.5,0,0.6831,80.22,67.3,1,0,0.0
2017,Tungsten,Vietnam,0,alloy,4755.2,4.87,213888.0,45.0,3.9,33656.18,5.4,0,0.6909,84.32,50.7,1,0,0.0
2018,Tungsten,Vietnam,0,alloy,5061.3,5.04,91442.0,18.1,4.03,35503.73,5.4,0,0.6839,85.23,48.9,1,0,0.0
2019,Tungsten,Vietnam,0,alloy,5267.1,5.25,220803.0,41.9,4.2,31558.42,1.0,0,0.6613,78.14,52.6,1,0,0.0
2020,Tungsten,Vietnam,0,alloy,5285.3,5.31,124741.0,23.6,4.24,34435.23,5.1,0,0.6814,82.21,62.8,1,0,0.0
2021,Tungsten,Vietnam,0,alloy,5280.7,4.79,138792.0,26.3,3.84,34552.53,3.4,0,0.6706,76.97,48.0,0,0,0.0
2022,Tungsten,Vietnam,0,alloy,5263.1,4.78,102141.0,19.4,3.83,35160.34,-1.6,0,0.6889,84.47,53.4,1,0,0.0
2023,Tungsten,Vietnam,0,alloy,5593.7,4.67,284786.0,50.9,3.74,37566.43,9.8,0,0.6879,84.89,51.1,1,0,0.0
2024,Tungsten,Vietnam,0,alloy,5940.3,4.72,194059.0,32.7,3.78,37021.87,4.1,0,0.6869,83.46,52.2,1,0,0.0
2025,Tungsten,Vietnam,0,alloy,6492.9,5.09,210528.0,32.4,4.07,36271.51,6.5,0,0.6855,84.55,49.5,1,0,0.0
2026,Tungsten,Vietnam,0,alloy,6011.6,4.74,310849.0,51.7,3.79,38740.59,11.9,0,0.6877,84.55,56.6,1,0,
2015,Vanadium,Brazil,0,alloy,3835.0,5.26,85531.0,22.3,4.21,26125.26,7.1,0,0.3681,51.19,26.8,0,0,0.0
2016,Vanadium,Brazil,0,alloy,3867.0,5.02,69764.0,18.0,4.01,24331.57,7.0,0,0.3759,52.3,33.2,0,0,0.0
2017,Vanadium,Brazil,0,alloy,4020.2,4.94,223193.0,55.5,3.95,25027.96,8.0,0,0.3837,54.75,31.3,0,0,0.0
2018,Vanadium,Brazil,0,alloy,4750.4,5.35,264025.0,55.6,4.28,26367.71,2.5,0,0.3719,51.8,30.2,0,0,0.0
2019,Vanadium,Brazil,0,alloy,4629.0,5.27,111171.0,24.0,4.22,27159.23,8.0,0,0.3778,52.81,19.6,0,0,0.0
2020,Vanadium,Brazil,0,alloy,4592.2,5.06,175632.0,38.2,4.05,29551.88,4.5,0,0.3862,53.22,30.3,0,0,0.0
2021,Vanadium,Brazil,0,alloy,4449.7,4.71,223625.0,50.3,3.77,31528.98,5.6,0,0.3811,53.29,26.9,0,0,0.0
2022,Vanadium,Brazil,0,alloy,4805.1,4.99,93760.0,19.5,3.99,33261.52,5.5,0,0.3765,54.73,36.8,0,0,0.0
2023,Vanadium,Brazil,0,alloy,5097.7,4.92,175472.0,34.4,3.94,31561.81,7.3,0,0.3788,52.37,23.9,0,0,0.0
2024,Vanadium,Brazil,0,alloy,5162.0,4.92,261936.0,50.7,3.94,33781.3,2.7,0,0.3773,51.22,30.8,0,0,0.0
2025,Vanadium,Brazil,0,alloy,5720.2,4.91,234050.0,40.9,3.93,30386.27,7.0,0,0.3895,56.34,24.3,0,0,0.0
2026,Vanadium,Brazil,0,alloy,6029.8,4.91,175411.0,29.1,3.93,33561.18,3.4,0,0.3875,55.92,28.6,0,0,
2015,Vanadium,China,0,alloy,37328.5,51.19,1840687.0,49.3,76.78,26125.26,4.1,0,0.3681,51.19,32.2,0,0,0.0
2016,Vanadium,China,0,alloy,40315.2,52.3,2121690.0,52.6,78.45,24331.57,6.4,0,0.3759,52.3,36.6,0,0,0.0
2017,Vanadium,China,0,alloy,44536.3,54.75,425224.0,9.5,82.12,25027.96,2.6,0,0.3837,54.75,41.9,0,0,0.0
2018,Vanadium,China,0,alloy,46032.6,51.8,964006.0,20.9,77.7,26367.71,11.6,0,0.3719,51.8,40.8,0,0,0.0
2019,Vanadium,China,0,alloy,46373.1,52.81,2144226.0,46.2,79.21,27159.23,3.8,0,0.3778,52.81,30.8,0,0,0.0
2020,Vanadium,China,0,alloy,48253.5,53.22,2684223.0,55.6,79.83,29551.88,9.2,0,0.3862,53.22,43.1,0,0,0.0
2021,Vanadium,China,0,alloy,50359.9,53.29,1464648.0,29.1,79.93,31528.98,3.9,0,0.3811,53.29,37.8,0,0,0.0
2022,Vanadium,China,0,alloy,52745.1,54.73,2716330.0,51.5,82.1,33261.52,3.1,0,0.3765,54.73,34.1,0,0,0.0
2023,Vanadium,China,0,alloy,54245.9,52.37,2933573.0,54.1,78.55,31561.81,7.6,0,0.3788,52.37,37.6,0,0,0.0
2024,Vanadium,China,0,alloy,53692.3,51.22,2966013.0,55.2,76.82,33781.3,9.2,0,0.3773,51.22,33.4,0,0,0.0
2025,Vanadium,China,0,alloy,65660.0,56.34,2085636.0,31.8,84.5,30386.27,8.6,0,0.3895,56.34,35.1,0,0,0.0
2026,Vanadium,China,0,alloy,68695.7,55.92,3194039.0,46.5,83.89,33561.18,6.3,0,0.3875,55.92,48.9,1,0,
2015,Vanadium,Russia,0,alloy,14881.2,20.41,777311.0,52.2,16.32,26125.26,5.3,0,0.3681,51.19,36.6,0,0,0.0
2016,Vanadium,Russia,0,alloy,14784.5,19.18,459420.0,31.1,15.34,24331.57,7.8,0,0.3759,52.3,32.8,0,0,0.0
2017,Vanadium,Russia,0,alloy,16049.1,19.73,319991.0,19.9,15.78,25027.96,11.3,0,0.3837,54.75,33.2,0,0,0.0
2018,Vanadium,Russia,0,alloy,17144.4,19.29,593914.0,34.6,15.43,26367.71,4.6,0,0.3719,51.8,38.7,0,0,0.0
2019,Vanadium,Russia,0,alloy,18348.0,20.89,1024964.0,55.9,16.71,27159.23,6.1,0,0.3778,52.81,32.8,0,0,0.0
2020,Vanadium,Russia,0,alloy,17102.9,18.86,554024.0,32.4,15.09,29551.88,5.3,0,0.3862,53.22,36.9,0,0,0.0
2021,Vanadium,Russia,0,alloy,18759.3,19.85,794682.0,42.4,15.88,31528.98,3.9,0,0.3811,53.29,38.6,0,0,0.0
2022,Vanadium,Russia,0,alloy,20211.5,20.97,1050647.0,52.0,16.78,33261.52,1.1,0,0.3765,54.73,43.1,0,0,0.0
2023,Vanadium,Russia,0,alloy,19896.8,19.21,451901.0,22.7,15.37,31561.81,7.0,0,0.3788,52.37,41.7,0,0,0.0
2024,Vanadium,Russia,0,alloy,20131.5,19.2,1151186.0,57.2,15.36,33781.3,8.3,0,0.3773,51.22,43.2,0,0,0.0
2025,Vanadium,Russia,0,alloy,23169.0,19.88,541745.0,23.4,15.9,30386.27,6.4,0,0.3895,56.34,39.4,0,0,0.0
2026,Vanadium,Russia,0,alloy,23775.4,19.35,578508.0,24.3,15.48,33561.18,8.2,0,0.3875,55.92,35.4,0,0,
2015,Vanadium,SouthAfrica,0,alloy,14854.7,20.37,536555.0,36.1,16.3,26125.26,5.0,0,0.3681,51.19,22.1,0,0,0.0
2016,Vanadium,SouthAfrica,0,alloy,16083.3,20.87,651430.0,40.5,16.69,24331.57,5.3,0,0.3759,52.3,25.1,0,0,0.0
2017,Vanadium,SouthAfrica,0,alloy,16681.5,20.51,388576.0,23.3,16.4,25027.96,4.8,0,0.3837,54.75,27.4,0,0,0.0
2018,Vanadium,SouthAfrica,0,alloy,18484.0,20.8,891831.0,48.2,16.64,26367.71,4.1,0,0.3719,51.8,26.9,0,0,0.0
2019,Vanadium,SouthAfrica,0,alloy,16394.0,18.67,628370.0,38.3,14.93,27159.23,2.7,0,0.3778,52.81,25.4,0,0,0.0
2020,Vanadium,SouthAfrica,0,alloy,17341.2,19.13,184871.0,10.7,15.3,29551.88,5.6,0,0.3862,53.22,38.1,0,0,0.0
2021,Vanadium,SouthAfrica,0,alloy,19093.7,20.2,157272.0,8.2,16.16,31528.98,9.7,0,0.3811,53.29,33.6,0,0,0.0
2022,Vanadium,SouthAfrica,0,alloy,20447.5,21.22,720711.0,35.2,16.97,33261.52,6.1,0,0.3765,54.73,36.0,0,0,0.0
2023,Vanadium,SouthAfrica,0,alloy,20989.2,20.26,257127.0,12.3,16.21,31561.81,0.1,0,0.3788,52.37,42.2,0,0,0.0
2024,Vanadium,SouthAfrica,0,alloy,20527.5,19.58,312917.0,15.2,15.66,33781.3,-1.6,0,0.3773,51.22,26.2,0,0,0.0
2025,Vanadium,SouthAfrica,0,alloy,23607.7,20.26,573167.0,24.3,16.2,30386.27,8.7,0,0.3895,56.34,26.0,0,0,0.0
2026,Vanadium,SouthAfrica,0,alloy,25783.9,20.99,980790.0,38.0,16.79,33561.18,4.3,0,0.3875,55.92,28.0,0,0,
2015,Yttrium,Australia,1,phosphor,416.3,5.76,4971.0,11.9,4.61,35000.0,5.1,0,0.6411,77.21,52.4,1,0,0.0
2016,Yttrium,Australia,1,phosphor,446.5,6.13,8168.0,18.3,4.9,31500.0,9.2,0,0.6456,80.15,48.2,0,0,0.0
2017,Yttrium,Australia,1,phosphor,457.7,6.14,4886.0,10.7,4.91,38500.0,7.1,0,0.6303,76.71,58.5,1,0,0.0
2018,Yttrium,Australia,1,phosphor,460.6,6.13,19836.0,43.1,4.9,42000.0,8.3,0,0.6518,84.31,50.8,1,0,0.0
2019,Yttrium,Australia,1,phosphor,567.4,6.62,17543.0,30.9,5.29,35000.0,5.1,0,0.6159,73.93,48.1,0,0,0.0
2020,Yttrium,Australia,1,phosphor,567.5,6.86,5246.0,9.2,5.49,38500.0,1.2,0,0.6244,77.63,49.7,1,0,1.0
2021,Yttrium,Australia,1,phosphor,568.8,6.66,16167.0,28.4,5.33,66500.0,9.8,0,0.6135,74.99,53.8,1,1,0.0
2022,Yttrium,Australia,1,phosphor,637.9,6.96,22836.0,35.8,5.56,73500.0,10.3,0,0.6199,77.52,52.9,1,0,0.0
2023,Yttrium,Australia,1,phosphor,583.3,6.35,27161.0,46.6,5.08,49000.0,4.4,0,0.6169,73.79,54.5,1,0,0.0
2024,Yttrium,Australia,1,phosphor,642.1,6.45,35810.0,55.8,5.16,42000.0,8.6,0,0.6291,78.1,45.9,0,0,0.0
2025,Yttrium,Australia,1,phosphor,671.8,6.62,9461.0,14.1,5.3,56000.0,6.6,0,0.6381,81.93,60.9,1,0,0.0
2026,Yttrium,Australia,1,phosphor,815.9,7.47,7079.0,8.7,5.98,63000.0,7.6,0,0.5862,71.62,53.3,1,0,
2015,Yttrium,China,1,phosphor,5577.8,77.21,263255.0,47.2,100.0,35000.0,4.7,0,0.6411,77.21,61.0,1,0,0.0
2016,Yttrium,China,1,phosphor,5842.0,80.15,90151.0,15.4,100.0,31500.0,7.4,0,0.6456,80.15,54.1,1,0,0.0
2017,Yttrium,China,1,phosphor,5715.4,76.71,167516.0,29.3,100.0,38500.0,3.9,0,0.6303,76.71,55.7,1,0,0.0
2018,Yttrium,China,1,phosphor,6337.7,84.31,374764.0,59.1,100.0,42000.0,7.7,0,0.6518,84.31,59.5,1,0,0.0
2019,Yttrium,China,1,phosphor,6338.2,73.93,92952.0,14.7,100.0,35000.0,3.9,0,0.6159,73.93,65.2,1,0,0.0
2020,Yttrium,China,1,phosphor,6423.6,77.63,122084.0,19.0,100.0,38500.0,6.2,0,0.6244,77.63,56.4,1,0,1.0
2021,Yttrium,China,1,phosphor,6406.2,74.99,279204.0,43.6,100.0,66500.0,2.6,0,0.6135,74.99,64.2,1,1,0.0
2022,Yttrium,China,1,phosphor,7108.1,77.52,137778.0,19.4,100.0,73500.0,2.8,0,0.6199,77.52,55.6,1,0,0.0
2023,Yttrium,China,1,phosphor,6781.2,73.79,120057.0,17.7,100.0,49000.0,6.5,0,0.6169,73.79,57.2,1,0,0.0
2024,Yttrium,China,1,phosphor,7769.7,78.1,192714.0,24.8,100.0,42000.0,3.6,0,0.6291,78.1,52.4,1,0,1.0
2025,Yttrium,China,1,phosphor,8311.6,81.93,356529.0,42.9,100.0,56000.0,8.0,1,0.6381,81.93,74.8,1,1,0.0
2026,Yttrium,China,1,phosphor,7819.2,71.62,327584.0,41.9,100.0,63000.0,5.5,1,0.5862,71.62,69.3,1,0,
2015,Yttrium,India,1,phosphor,298.3,4.13,8795.0,29.5,3.3,35000.0,3.7,0,0.6411,77.21,50.8,1,0,0.0
2016,Yttrium,India,1,phosphor,297.6,4.08,4696.0,15.8,3.27,31500.0,4.1,0,0.6456,80.15,55.2,1,0,0.0
2017,Yttrium,India,1,phosphor,315.8,4.24,16841.0,53.3,3.39,38500.0,4.8,0,0.6303,76.71,44.2,0,0,0.0
